Image Name,CPU Usage (%),Memory Usage (KB),Runtime (seconds)
020-117.jpg,32.5,225.7,2.198270320892334
013-48.jpg,13.2,181.5,2.0430140495300293
001-196.jpg,38.3,160.2,2.0546491146087646
019-147.jpg,29.3,152.8,2.079907178878784
038-105.jpg,27.1,152.3,2.0643630027770996
001-60.jpg,35.6,155.2,2.090618133544922
001-61.jpg,36.3,153.9,2.043095111846924
002-30.jpg,34.6,152.3,2.062673807144165
012-108.jpg,32.5,153.8,2.0252552032470703
019-146.jpg,26.5,158.7,2.054965019226074
001-197.jpg,23.3,157.1,2.0412800312042236
027-41_2.jpg,27.3,160.3,2.02908992767334
030-100.jpg,25.9,159.9,2.0259299278259277
001-142.jpg,21.7,157.1,2.0395562648773193
030-80.jpg,26.5,160.9,2.045555830001831
001-88.jpg,24.5,161.1,2.0495431423187256
005-189.jpg,29.4,159.9,2.0533812046051025
001-63.jpg,23.9,158.2,2.0464720726013184
001-62.jpg,69.0,161.1,2.04649019241333
001-89.jpg,49.6,152.6,2.1442039012908936
039-99.jpg,37.9,152.8,2.161113977432251
019-145.jpg,67.7,153.0,2.1222338676452637
001-143.jpg,66.5,151.5,2.105217218399048
084-122.jpg,39.7,153.8,2.081387758255005
019-227.jpg,17.7,156.9,2.0445103645324707
013-66.jpg,24.2,155.8,2.0942230224609375
001-231.jpg,54.3,154.9,2.06134295463562
020-43.jpg,27.0,151.6,2.096014976501465
020-80.jpg,11.7,152.0,2.05432391166687
075-43.jpg,12.4,152.2,2.0280771255493164
002-36.jpg,13.0,152.1,2.0461368560791016
002-126.jpg,15.4,153.1,2.0332019329071045
019-154.jpg,14.7,154.6,2.1170530319213867
045-193.jpg,7.1,154.2,2.0411410331726074
020-6.jpg,12.5,152.6,2.0579540729522705
006-104.jpg,20.4,151.9,2.040832042694092
045-230.jpg,5.6,152.6,2.0882086753845215
001-144.jpg,14.2,152.6,2.0384252071380615
005-206.jpg,10.1,152.5,2.115330696105957
001-232.jpg,5.2,153.3,2.0446248054504395
001-64.jpg,5.2,156.3,2.0417377948760986
001-70.jpg,6.7,156.5,2.0448238849639893
005-171.jpg,4.0,159.9,2.0521481037139893
001-233.jpg,4.4,164.4,2.0382182598114014
002-35.jpg,6.6,155.5,2.030500650405884
005-14.jpg,10.0,157.7,2.0239129066467285
037-59.jpg,15.9,153.0,2.069715976715088
001-151.jpg,70.4,153.2,2.0742290019989014
006-105.jpg,34.2,152.0,2.2722251415252686
019-209.jpg,18.5,153.9,2.1204299926757812
001-122.jpg,16.0,152.3,2.096632957458496
075-167.jpg,13.1,152.1,2.104426145553589
075-173.jpg,8.0,151.6,2.0884571075439453
002-52.jpg,7.8,152.5,2.0497028827667236
075-198.jpg,9.5,152.7,2.0779531002044678
002-156.jpg,17.2,154.4,2.0302469730377197
012-94.jpg,18.0,153.8,2.0737898349761963
012-95.jpg,21.9,154.3,2.03861665725708
018-108.jpg,23.4,155.9,2.0948269367218018
005-66.jpg,25.3,152.3,2.163306951522827
002-157.jpg,26.6,153.8,2.046288251876831
089-60.jpg,34.1,154.4,2.071525812149048
002-53.jpg,28.6,156.0,2.0550501346588135
002-90.jpg,42.3,152.3,2.0701072216033936
075-172.jpg,27.9,152.8,2.1019461154937744
075-166.jpg,26.9,152.0,2.0372209548950195
001-123.jpg,26.1,152.1,2.0367069244384766
036-80.jpg,24.0,152.1,2.0387887954711914
003-6.jpg,31.6,152.5,2.0316238403320312
037-123.jpg,31.4,154.7,2.0472302436828613
028-213.jpg,24.9,155.5,2.0348379611968994
075-170.jpg,28.7,159.8,2.050265073776245
002-86.jpg,24.3,161.1,2.0546300411224365
075-164.jpg,24.1,162.2,2.040673017501831
019-133.jpg,26.8,162.4,2.0432991981506348
002-196.jpg,28.8,155.0,2.0498287677764893
002-51.jpg,65.4,125.6,2.5092618465423584
002-155.jpg,57.5,151.8,2.1167259216308594
012-97.jpg,38.5,151.6,2.087690830230713
005-101.jpg,32.2,151.8,2.0316789150238037
013-192.jpg,40.4,152.2,2.0903570652008057
012-96.jpg,35.8,151.8,2.0822999477386475
006-202.jpg,28.1,156.4,2.045442819595337
002-50.jpg,28.6,160.4,2.065969944000244
019-126.jpg,29.8,164.0,2.0466370582580566
002-197.jpg,26.4,161.1,2.0430798530578613
019-132.jpg,27.5,156.7,2.0406360626220703
002-87.jpg,21.1,157.1,2.046849012374878
075-165.jpg,18.4,157.3,2.0370230674743652
030-21.jpg,16.8,156.6,2.0420422554016113
075-171.jpg,16.7,157.2,2.047121286392212
001-108.jpg,15.7,161.0,2.057353973388672
003-7.jpg,15.5,159.7,2.042552947998047
003-14.jpg,6.6,153.9,2.044612169265747
001-124.jpg,3.8,155.5,2.0398130416870117
019-136.jpg,5.8,159.2,2.0472943782806396
075-175.jpg,5.0,159.2,2.0371789932250977
002-83.jpg,3.4,161.0,2.0517351627349854
002-68.jpg,3.7,160.8,2.0525057315826416
002-178.jpg,7.0,159.6,2.039057970046997
005-49.jpg,3.4,157.9,2.036257028579712
012-93.jpg,2.5,158.0,2.037365198135376
005-48.jpg,4.2,158.0,2.0323381423950195
002-69.jpg,4.2,158.0,2.030510187149048
002-82.jpg,4.2,154.5,2.0304782390594482
075-174.jpg,76.9,158.9,2.0479910373687744
019-123.jpg,23.3,149.1,2.2836947441101074
019-137.jpg,21.3,153.0,2.0995309352874756
003-15.jpg,19.6,151.8,2.0705788135528564
019-135.jpg,14.6,152.0,2.0833740234375
075-176.jpg,36.0,152.9,2.0854148864746094
075-189.jpg,24.7,152.0,2.0904672145843506
