Image Name,CPU Usage (%),Memory Usage (MiB),Runtime (seconds)
020-117.jpg,7.2,718.9,1.5234551429748535
013-48.jpg,65.2,638.7,1.0751569271087646
001-196.jpg,37.7,198.1,1.1287729740142822
019-147.jpg,21.9,201.8,1.2668712139129639
038-105.jpg,16.4,204.4,1.1049737930297852
001-60.jpg,18.3,201.2,1.1025307178497314
001-61.jpg,21.4,202.4,1.0814061164855957
002-30.jpg,41.2,200.2,1.0846929550170898
012-108.jpg,29.2,201.2,1.1452720165252686
019-146.jpg,26.2,199.7,1.1295349597930908
001-197.jpg,15.6,193.2,1.1258471012115479
027-41_2.jpg,32.6,201.8,1.0835587978363037
030-100.jpg,13.9,185.1,1.1353976726531982
001-142.jpg,5.3,190.0,1.0866749286651611
030-80.jpg,66.4,193.2,1.082185983657837
001-88.jpg,21.8,179.1,1.1177301406860352
005-189.jpg,36.0,185.7,1.084733009338379
001-63.jpg,23.5,177.5,1.1578700542449951
001-62.jpg,12.2,178.0,1.1600990295410156
001-89.jpg,14.2,182.1,1.1000690460205078
039-99.jpg,5.7,181.5,1.0822248458862305
019-145.jpg,4.4,184.9,1.0834739208221436
001-143.jpg,4.0,186.0,1.0736896991729736
084-122.jpg,5.8,191.4,1.0814838409423828
019-227.jpg,3.8,190.2,1.0755362510681152
013-66.jpg,2.5,194.7,1.0723001956939697
001-231.jpg,9.4,199.8,1.0828449726104736
020-43.jpg,7.0,201.3,1.085291862487793
020-80.jpg,13.4,192.1,1.0873949527740479
075-43.jpg,6.7,188.4,1.0968971252441406
002-36.jpg,36.5,184.3,1.1796801090240479
002-126.jpg,30.4,180.4,1.2129237651824951
019-154.jpg,48.3,181.5,1.135418176651001
045-193.jpg,53.2,179.9,1.2098748683929443
020-6.jpg,25.7,177.7,1.124697208404541
006-104.jpg,13.8,181.1,1.1408071517944336
045-230.jpg,8.1,186.9,1.0907762050628662
001-144.jpg,10.9,176.6,1.3696341514587402
005-206.jpg,44.5,178.2,1.139246940612793
001-232.jpg,8.9,187.3,1.0994179248809814
001-64.jpg,13.6,188.2,1.0875310897827148
001-70.jpg,12.9,182.9,1.0949809551239014
005-171.jpg,14.8,182.6,1.0879650115966797
001-233.jpg,13.1,182.9,1.1411669254302979
002-35.jpg,5.9,184.1,1.0769591331481934
005-14.jpg,13.6,182.9,1.0840377807617188
037-59.jpg,17.8,186.4,1.0857291221618652
001-151.jpg,3.5,184.6,1.1084792613983154
006-105.jpg,14.6,189.7,1.08254075050354
019-209.jpg,9.9,188.2,1.1223280429840088
001-122.jpg,2.8,189.5,1.0866448879241943
075-167.jpg,3.9,191.4,1.0904293060302734
075-173.jpg,7.8,189.7,1.0799620151519775
002-52.jpg,10.0,192.7,1.0884122848510742
075-198.jpg,4.7,197.0,1.0950238704681396
002-156.jpg,16.4,195.8,1.087864875793457
012-94.jpg,19.6,193.8,1.0907280445098877
012-95.jpg,14.4,190.1,1.1250271797180176
018-108.jpg,56.9,181.0,1.5832812786102295
005-66.jpg,52.9,179.5,1.1468939781188965
002-157.jpg,37.0,180.3,1.122663974761963
089-60.jpg,34.1,180.4,1.096214771270752
002-53.jpg,49.0,177.9,1.1375560760498047
002-90.jpg,39.4,179.5,1.1697649955749512
075-172.jpg,41.9,181.7,1.0884640216827393
075-166.jpg,29.4,182.8,1.1179728507995605
001-123.jpg,35.8,182.3,1.1963489055633545
036-80.jpg,25.0,186.2,1.1034409999847412
003-6.jpg,23.3,184.4,1.0833580493927002
037-123.jpg,17.3,180.0,1.1353728771209717
028-213.jpg,29.9,187.1,1.0919322967529297
075-170.jpg,18.6,182.3,1.1238417625427246
002-86.jpg,20.6,187.4,1.0914130210876465
075-164.jpg,27.9,182.2,1.166409969329834
019-133.jpg,18.8,182.7,1.0982458591461182
002-196.jpg,9.3,191.0,1.0960829257965088
002-51.jpg,23.0,196.0,1.0847418308258057
002-155.jpg,23.8,197.0,1.084618091583252
012-97.jpg,31.4,196.5,1.090418815612793
005-101.jpg,30.2,186.4,1.1272368431091309
013-192.jpg,24.6,187.0,1.075779676437378
012-96.jpg,27.2,192.4,1.0835258960723877
006-202.jpg,23.4,194.1,1.0783088207244873
002-50.jpg,22.6,200.2,1.0862910747528076
019-126.jpg,31.6,203.8,1.0912938117980957
002-197.jpg,36.0,194.9,1.0839228630065918
019-132.jpg,40.2,176.3,1.6300880908966064
002-87.jpg,62.1,181.7,1.215339183807373
075-165.jpg,26.2,180.0,1.1770820617675781
030-21.jpg,19.7,184.8,1.0755362510681152
075-171.jpg,42.9,185.4,1.1511290073394775
001-108.jpg,30.8,179.5,1.1438820362091064
003-7.jpg,25.0,184.4,1.072129726409912
003-14.jpg,18.3,194.3,1.0760221481323242
001-124.jpg,17.7,198.5,1.0719869136810303
019-136.jpg,11.5,201.3,1.0690431594848633
075-175.jpg,9.0,193.6,1.1214008331298828
002-83.jpg,6.6,200.1,1.0734658241271973
002-68.jpg,5.9,203.2,1.0821788311004639
002-178.jpg,2.5,206.0,1.0727739334106445
005-49.jpg,4.1,206.9,1.0740177631378174
012-93.jpg,5.2,203.5,1.0729620456695557
005-48.jpg,18.8,198.1,1.1123378276824951
002-69.jpg,15.5,199.9,1.0775718688964844
002-82.jpg,5.9,202.6,1.0759360790252686
075-174.jpg,5.1,202.2,1.0713069438934326
019-123.jpg,11.5,204.5,1.0707368850708008
019-137.jpg,7.1,206.0,1.0729668140411377
003-15.jpg,23.5,207.1,1.0739200115203857
019-135.jpg,28.4,203.8,1.0715010166168213
075-176.jpg,7.1,207.8,1.0714969635009766
075-189.jpg,28.0,210.8,1.0759549140930176
012-91.jpg,17.3,211.1,1.0740270614624023
013-156.jpg,20.7,211.3,1.0828969478607178
075-188.jpg,52.3,208.9,1.0711140632629395
076-99.jpg,29.1,182.2,1.2734651565551758
075-177.jpg,21.3,181.1,1.1627209186553955
075-163.jpg,21.9,181.6,1.2480108737945557
019-134.jpg,15.0,180.6,1.1704559326171875
063-103.jpg,36.0,180.2,1.1221649646759033
075-185.jpg,16.3,187.6,1.1541478633880615
002-67.jpg,12.4,195.7,1.0739519596099854
075-191.jpg,8.7,198.9,1.0735430717468262
002-177.jpg,21.9,198.9,1.0767037868499756
018-100.jpg,29.2,190.4,1.0902910232543945
018-101.jpg,29.2,195.1,1.0798768997192383
005-136.jpg,22.3,194.1,1.0705199241638184
002-162.jpg,24.8,196.1,1.072486162185669
089-41.jpg,33.9,187.2,1.1127629280090332
075-190.jpg,5.8,192.7,1.0813627243041992
075-184.jpg,20.4,197.4,1.0782091617584229
002-66.jpg,3.8,199.9,1.071714162826538
019-138.jpg,5.2,201.4,1.0679361820220947
030-156.jpg,26.6,203.4,1.0737659931182861
002-216.jpg,7.0,205.3,1.0739400386810303
037-102.jpg,6.4,204.7,1.0774731636047363
021-93.jpg,24.3,202.5,1.0762851238250732
089-80.jpg,12.1,199.6,1.0731160640716553
075-179.jpg,7.2,202.1,1.0774428844451904
075-192.jpg,32.3,206.0,1.0735151767730713
075-186.jpg,32.0,201.8,1.0738410949707031
018-103.jpg,17.1,200.2,1.079002857208252
001-35.jpg,17.6,198.5,1.0776441097259521
001-34.jpg,47.2,182.1,1.4426159858703613
018-102.jpg,34.2,180.8,1.118506908416748
002-65.jpg,16.6,181.7,1.167881965637207
075-187.jpg,30.7,181.8,1.1381587982177734
020-221.jpg,38.9,187.7,1.144813060760498
075-193.jpg,26.6,191.6,1.0732738971710205
028-233.jpg,25.5,195.8,1.0774478912353516
006-169.jpg,22.6,202.6,1.0711979866027832
006-186.jpg,27.2,194.3,1.0782811641693115
042-41.jpg,23.6,196.5,1.0738539695739746
013-30.jpg,28.3,199.2,1.0736680030822754
023-44.jpg,4.9,184.8,1.1155848503112793
005-83.jpg,2.5,190.7,1.0742030143737793
075-168.jpg,27.6,199.8,1.0785160064697266
002-49.jpg,14.0,198.0,1.0764679908752441
075-197.jpg,6.5,191.2,1.1305878162384033
075-183.jpg,21.9,186.7,1.085998296737671
018-106.jpg,29.8,194.9,1.081028938293457
005-119.jpg,17.2,189.6,1.0818781852722168
013-174.jpg,21.7,195.1,1.0894792079925537
033-97.jpg,16.8,196.0,1.082287311553955
005-118.jpg,11.3,197.9,1.0880789756774902
075-182.jpg,6.8,197.9,1.0973491668701172
075-196.jpg,7.2,199.0,1.0772840976715088
002-158.jpg,3.1,195.9,1.079901933670044
075-169.jpg,4.1,200.6,1.0816349983215332
020-152.jpg,4.1,192.3,1.0971200466156006
006-185.jpg,4.5,196.5,1.0780580043792725
037-104.jpg,51.5,197.6,1.072268009185791
002-89.jpg,43.6,181.9,1.1568989753723145
075-180.jpg,29.2,183.1,1.371084213256836
075-194.jpg,30.4,190.0,1.1554350852966309
006-218.jpg,72.3,184.3,1.1494169235229492
012-98.jpg,33.7,181.6,1.148902177810669
001-33.jpg,38.9,172.0,1.1455729007720947
033-95.jpg,18.0,175.5,1.1869580745697021
001-32.jpg,20.7,186.2,1.0933709144592285
012-99.jpg,15.7,185.8,1.0954980850219727
