Image Name,CPU Usage (%),Memory Usage (MiB),Runtime (seconds)
075-184.jpg,16.8,182.5,1.1022868156433105
002-66.jpg,14.7,188.1,1.1162419319152832
019-138.jpg,15.5,184.0,1.1028070449829102
030-156.jpg,19.6,182.7,1.0995681285858154
002-216.jpg,41.4,177.7,1.2023301124572754
037-102.jpg,18.4,182.5,1.1241660118103027
021-93.jpg,36.9,177.9,1.1188771724700928
089-80.jpg,31.3,179.2,1.0972464084625244
075-179.jpg,29.0,190.2,1.091479778289795
075-192.jpg,33.8,184.2,1.0816497802734375
075-186.jpg,30.5,186.3,1.0950777530670166
018-103.jpg,29.8,177.6,1.1157610416412354
001-35.jpg,54.6,176.1,1.1183619499206543
001-34.jpg,54.7,176.0,1.284233808517456
018-102.jpg,27.1,173.7,1.207648754119873
002-65.jpg,13.9,172.5,1.1130549907684326
075-187.jpg,10.1,178.9,1.0746750831604004
020-221.jpg,21.5,188.1,1.0836842060089111
075-193.jpg,18.9,184.9,1.090392827987671
028-233.jpg,9.2,187.1,1.0746121406555176
006-169.jpg,25.5,187.0,1.0788249969482422
006-186.jpg,5.6,186.2,1.0760960578918457
042-41.jpg,4.5,187.2,1.0807709693908691
013-30.jpg,20.6,180.3,1.0952491760253906
023-44.jpg,8.3,177.7,1.090207815170288
005-83.jpg,7.2,183.6,1.0757789611816406
075-168.jpg,37.3,182.6,1.1736388206481934
002-49.jpg,32.9,172.0,1.140049934387207
075-197.jpg,51.1,177.5,1.1479768753051758
075-183.jpg,19.3,174.7,1.1603782176971436
018-106.jpg,21.6,181.5,1.1147468090057373
005-119.jpg,40.3,167.8,1.4466509819030762
013-174.jpg,23.8,173.1,1.1566989421844482
033-97.jpg,25.7,175.9,1.1023647785186768
005-118.jpg,9.7,177.0,1.106618881225586
075-182.jpg,57.7,183.0,1.3421390056610107
075-196.jpg,47.6,177.8,1.153520107269287
002-158.jpg,27.2,172.8,1.1743261814117432
075-169.jpg,70.7,175.4,1.186202049255371
020-152.jpg,14.7,173.5,1.1543481349945068
006-185.jpg,56.7,184.1,1.101775884628296
037-104.jpg,46.3,172.8,1.129539966583252
002-89.jpg,38.7,173.4,1.172360897064209
075-180.jpg,63.1,174.1,1.1554548740386963
075-194.jpg,22.0,156.0,2.2291479110717773
006-218.jpg,34.1,172.2,1.2988929748535156
012-98.jpg,12.8,178.8,1.0902390480041504
001-33.jpg,20.1,182.8,1.0847969055175781
033-95.jpg,23.6,174.2,1.237908124923706
001-32.jpg,29.1,175.9,1.204422950744629
012-99.jpg,21.6,173.6,1.1265671253204346
075-195.jpg,65.8,174.7,1.4047651290893555
006-219.jpg,24.3,169.9,1.174414873123169
075-181.jpg,67.0,177.7,1.677293062210083
002-198.jpg,39.1,175.3,1.5942370891571045
002-88.jpg,63.0,112.5,2.3513479232788086
006-153.jpg,76.2,175.4,1.6513991355895996
002-211.jpg,69.2,171.6,1.5445640087127686
006-120.jpg,63.9,173.1,1.2669107913970947
001-160.jpg,53.1,171.0,1.3958919048309326
030-61.jpg,42.9,180.1,1.111299991607666
075-119.jpg,42.7,175.0,1.0965240001678467
005-31.jpg,45.3,180.3,1.2265949249267578
001-216.jpg,35.3,175.9,1.1405766010284424
005-154.jpg,34.6,175.1,1.111638069152832
001-82.jpg,30.9,177.8,1.1121211051940918
001-69.jpg,39.3,174.0,1.4808070659637451
001-54.jpg,44.8,175.6,1.2585821151733398
030-60.jpg,66.5,175.1,1.1356980800628662
005-223.jpg,36.4,174.3,1.2089319229125977
001-161.jpg,52.2,176.3,1.140989065170288
006-121.jpg,54.6,179.8,1.2611749172210693
030-137.jpg,40.0,176.5,1.1985721588134766
020-109.jpg,40.9,179.6,1.1615560054779053
006-137.jpg,40.9,174.2,1.1710028648376465
001-177.jpg,20.6,180.1,1.081179141998291
012-103.jpg,76.3,171.0,1.513300895690918
001-81.jpg,19.3,174.4,1.1381430625915527
006-88.jpg,28.2,180.1,1.0764708518981934
001-215.jpg,30.8,185.1,1.0771241188049316
020-99.jpg,21.1,184.3,1.327406883239746
001-214.jpg,25.8,186.6,1.0781137943267822
006-89.jpg,16.7,179.6,1.1015160083770752
001-162.jpg,45.6,183.7,1.0944600105285645
001-176.jpg,23.9,178.7,1.0980439186096191
006-136.jpg,9.3,180.0,1.084261178970337
030-118.jpg,21.2,178.2,1.110485315322876
041-144.jpg,11.4,178.0,1.082754135131836
077-99.jpg,28.7,177.3,1.1037628650665283
005-224.jpg,30.6,186.8,1.1107499599456787
012-106.jpg,30.0,181.3,1.0893223285675049
002-16.jpg,10.1,181.7,1.0903499126434326
039-80.jpg,28.1,182.6,1.0816831588745117
001-90.jpg,53.1,174.7,1.2513790130615234
020-62.jpg,46.1,174.8,1.1616921424865723
001-53.jpg,49.0,176.7,1.2048368453979492
035-100.jpg,43.4,175.1,1.1937501430511475
075-62.jpg,65.9,176.2,1.1924221515655518
002-17.jpg,58.0,181.8,1.2992029190063477
012-107.jpg,40.0,176.4,1.2027320861816406
018-73.jpg,29.3,185.7,1.0804102420806885
001-198.jpg,33.4,181.7,1.110671043395996
085-115.jpg,75.5,145.9,1.7147581577301025
001-159.jpg,54.2,171.6,1.1384940147399902
002-29.jpg,48.1,178.6,1.0986030101776123
002-15.jpg,42.2,176.3,1.1723721027374268
001-213.jpg,37.2,174.7,1.1616950035095215
002-28.jpg,33.1,185.7,1.0920789241790771
