Image Name,CPU Usage (%),Memory Usage (MiB),Runtime (seconds)
020-117.jpg,73.1,106.2,2.779788017272949
013-48.jpg,83.3,128.4,3.6847190856933594
001-196.jpg,72.8,185.7,2.0404469966888428
019-147.jpg,31.9,204.9,1.7910971641540527
038-105.jpg,26.5,207.7,1.3410179615020752
001-60.jpg,10.8,211.4,1.1194369792938232
001-61.jpg,46.4,214.4,1.0780768394470215
002-30.jpg,57.3,204.4,1.137402057647705
012-108.jpg,19.2,203.9,1.1105527877807617
019-146.jpg,18.6,207.1,1.075538158416748
001-197.jpg,27.7,205.0,1.1459987163543701
027-41_2.jpg,26.1,209.7,1.078632116317749
030-100.jpg,14.5,205.4,1.1312849521636963
001-142.jpg,6.9,199.2,1.099290132522583
030-80.jpg,15.8,202.1,1.0780627727508545
001-88.jpg,18.4,202.0,1.0706088542938232
005-189.jpg,15.4,197.2,1.119675874710083
001-63.jpg,48.1,196.2,1.3665411472320557
001-62.jpg,47.0,196.4,1.4639630317687988
001-89.jpg,23.3,196.8,1.1502840518951416
039-99.jpg,50.7,204.2,1.1044433116912842
019-145.jpg,58.6,197.1,1.0913190841674805
001-143.jpg,20.4,180.6,1.1351039409637451
084-122.jpg,9.4,182.9,1.0857999324798584
019-227.jpg,28.2,185.0,1.133415937423706
013-66.jpg,14.5,179.5,1.1390132904052734
001-231.jpg,22.9,191.3,1.0915117263793945
020-43.jpg,12.6,188.5,1.0971958637237549
020-80.jpg,11.4,186.4,1.0858790874481201
075-43.jpg,9.4,188.3,1.0843000411987305
002-36.jpg,50.4,192.4,1.0950169563293457
002-126.jpg,27.4,188.7,1.1502490043640137
019-154.jpg,18.7,186.9,1.1315529346466064
045-193.jpg,26.1,188.5,1.0697641372680664
020-6.jpg,10.0,184.3,1.0886309146881104
006-104.jpg,9.9,183.0,1.1026408672332764
045-230.jpg,18.8,183.0,1.0842289924621582
001-144.jpg,7.1,181.6,1.1281731128692627
005-206.jpg,6.8,188.0,1.0759458541870117
001-232.jpg,10.2,189.3,1.0833101272583008
001-64.jpg,46.8,188.9,1.1696641445159912
001-70.jpg,55.0,184.9,1.0941669940948486
005-171.jpg,37.3,182.0,1.0757319927215576
001-233.jpg,27.5,181.1,1.080341100692749
002-35.jpg,35.0,184.0,1.0832500457763672
005-14.jpg,69.7,182.0,1.2988741397857666
037-59.jpg,57.4,182.4,1.1508941650390625
001-151.jpg,45.5,179.5,1.1531670093536377
006-105.jpg,48.8,130.5,2.2575342655181885
019-209.jpg,40.6,180.5,1.5770280361175537
001-122.jpg,61.4,181.2,1.277665138244629
075-167.jpg,45.9,182.5,1.1830642223358154
075-173.jpg,19.2,178.5,1.119218111038208
002-52.jpg,16.1,187.6,1.077859878540039
075-198.jpg,20.7,194.5,1.078014850616455
002-156.jpg,17.2,186.0,1.1047139167785645
012-94.jpg,15.4,183.6,1.0724821090698242
012-95.jpg,30.0,193.0,1.0876119136810303
018-108.jpg,10.9,186.1,1.1134450435638428
005-66.jpg,28.2,187.2,1.0814380645751953
002-157.jpg,24.6,185.0,1.1154539585113525
089-60.jpg,21.0,188.1,1.077312707901001
002-53.jpg,25.7,181.1,1.1239080429077148
002-90.jpg,13.0,185.6,1.0905370712280273
075-172.jpg,25.2,184.9,1.087592363357544
075-166.jpg,22.4,192.9,1.069795846939087
001-123.jpg,12.8,197.5,1.0765540599822998
036-80.jpg,39.4,186.7,1.16371488571167
003-6.jpg,30.6,184.6,1.0746309757232666
037-123.jpg,48.7,185.9,1.1120679378509521
028-213.jpg,7.3,188.4,1.0743012428283691
075-170.jpg,23.7,182.9,1.1005749702453613
002-86.jpg,23.8,184.7,1.0778980255126953
075-164.jpg,28.3,180.5,1.141556978225708
019-133.jpg,12.8,187.5,1.0741069316864014
002-196.jpg,25.7,191.0,1.0989899635314941
002-51.jpg,37.8,191.0,1.0810730457305908
002-155.jpg,12.9,178.7,1.210240125656128
012-97.jpg,12.8,185.2,1.143129825592041
005-101.jpg,10.4,187.5,1.0840210914611816
013-192.jpg,22.0,185.9,1.073289155960083
012-96.jpg,22.4,172.7,1.141280174255371
006-202.jpg,24.1,175.9,1.1276130676269531
002-50.jpg,22.8,173.8,1.168074131011963
019-126.jpg,31.8,178.2,1.1459360122680664
002-197.jpg,30.0,173.9,1.144469976425171
019-132.jpg,43.3,175.3,1.1090989112854004
002-87.jpg,38.1,174.7,1.1241722106933594
075-165.jpg,51.8,175.2,1.1575298309326172
030-21.jpg,30.3,173.2,1.1068520545959473
075-171.jpg,21.8,183.9,1.0734550952911377
001-108.jpg,21.1,182.7,1.0823967456817627
003-7.jpg,14.7,184.3,1.0824360847473145
003-14.jpg,9.8,190.7,1.0783989429473877
001-124.jpg,20.1,194.8,1.074390172958374
019-136.jpg,25.3,196.2,1.0758771896362305
075-175.jpg,28.8,184.9,1.1054320335388184
002-83.jpg,25.1,184.6,1.0737550258636475
002-68.jpg,16.7,185.2,1.0688037872314453
002-178.jpg,15.1,189.8,1.073397159576416
005-49.jpg,26.3,183.7,1.1182401180267334
012-93.jpg,17.0,174.8,1.3348309993743896
005-48.jpg,11.5,182.3,1.3168399333953857
002-69.jpg,28.2,185.5,1.0827100276947021
002-82.jpg,15.3,177.3,1.1314287185668945
075-174.jpg,54.8,180.2,1.206125020980835
019-123.jpg,29.5,172.8,1.14103102684021
019-137.jpg,8.4,176.4,1.0766041278839111
003-15.jpg,34.8,177.6,1.089181900024414
019-135.jpg,26.7,174.6,1.1033780574798584
075-176.jpg,25.5,175.5,1.1245510578155518
075-189.jpg,10.5,183.8,1.0770440101623535
012-91.jpg,5.7,188.6,1.0778710842132568
013-156.jpg,8.9,194.3,1.0796241760253906
075-188.jpg,7.6,192.3,1.0769729614257812
076-99.jpg,25.3,172.9,1.1424729824066162
075-177.jpg,38.8,176.6,1.0862782001495361
075-163.jpg,7.0,175.1,1.135035753250122
019-134.jpg,15.0,180.3,1.0895779132843018
063-103.jpg,20.6,177.8,1.1270921230316162
075-185.jpg,32.4,179.5,1.1856200695037842
002-67.jpg,17.1,185.5,1.0886459350585938
075-191.jpg,10.9,180.9,1.0918488502502441
002-177.jpg,4.2,186.3,1.0851011276245117
018-100.jpg,4.0,187.8,1.075801134109497
018-101.jpg,2.9,187.6,1.073939323425293
005-136.jpg,4.0,189.5,1.06825590133667
002-162.jpg,7.2,191.6,1.0727500915527344
089-41.jpg,33.1,188.7,1.0878148078918457
075-190.jpg,61.8,181.3,1.5423972606658936
075-184.jpg,12.1,173.9,1.1425049304962158
002-66.jpg,11.1,176.1,1.1003799438476562
019-138.jpg,17.3,171.1,1.1527650356292725
030-156.jpg,10.7,177.5,1.1008429527282715
002-216.jpg,23.2,180.5,1.101872205734253
037-102.jpg,10.7,177.6,1.1330971717834473
021-93.jpg,34.4,180.8,1.0923693180084229
089-80.jpg,45.3,175.1,1.1366322040557861
075-179.jpg,24.8,177.6,1.1451640129089355
075-192.jpg,9.4,172.2,1.1250958442687988
075-186.jpg,19.4,179.2,1.0932409763336182
018-103.jpg,8.0,178.6,1.1283531188964844
001-35.jpg,21.0,178.6,1.089021921157837
001-34.jpg,5.6,178.6,1.0933010578155518
018-102.jpg,7.5,179.1,1.0913431644439697
002-65.jpg,3.6,174.6,1.1001358032226562
075-187.jpg,8.7,174.5,1.0951669216156006
020-221.jpg,17.4,178.9,1.1309692859649658
075-193.jpg,18.9,182.3,1.0926799774169922
028-233.jpg,30.6,177.9,1.2046680450439453
006-169.jpg,13.6,181.5,1.1031129360198975
006-186.jpg,18.8,180.2,1.0865521430969238
042-41.jpg,24.2,183.5,1.087007999420166
013-30.jpg,18.8,182.8,1.0785400867462158
023-44.jpg,13.5,179.0,1.07655668258667
005-83.jpg,24.2,181.2,1.085054874420166
075-168.jpg,16.2,184.7,1.1255717277526855
002-49.jpg,69.2,181.9,1.1021208763122559
075-197.jpg,32.9,173.8,1.1638591289520264
075-183.jpg,27.8,178.3,1.0991439819335938
018-106.jpg,11.4,178.6,1.0846619606018066
005-119.jpg,29.6,176.9,1.134721040725708
013-174.jpg,22.2,180.0,1.0863029956817627
033-97.jpg,8.4,176.6,1.09987473487854
005-118.jpg,8.1,178.7,1.1281588077545166
075-182.jpg,11.1,183.7,1.119230031967163
075-196.jpg,23.7,183.6,1.10819411277771
002-158.jpg,22.2,184.0,1.125304937362671
075-169.jpg,9.9,176.1,1.1142120361328125
020-152.jpg,35.8,178.0,1.0905797481536865
006-185.jpg,13.5,176.2,1.1415989398956299
037-104.jpg,30.4,173.9,1.1291730403900146
002-89.jpg,28.6,176.3,1.1558241844177246
075-180.jpg,31.7,173.5,1.1428720951080322
075-194.jpg,34.8,182.4,1.3516302108764648
006-218.jpg,26.5,182.1,1.0942161083221436
012-98.jpg,41.7,183.4,1.0963280200958252
001-33.jpg,47.0,175.2,1.1581120491027832
033-95.jpg,41.6,172.7,1.1509532928466797
001-32.jpg,23.1,178.0,1.0882880687713623
012-99.jpg,44.3,173.0,1.1149981021881104
075-195.jpg,34.4,174.1,1.1668031215667725
006-219.jpg,18.6,178.6,1.0890922546386719
075-181.jpg,21.8,185.2,1.102294683456421
002-198.jpg,28.0,182.9,1.1147818565368652
002-88.jpg,39.2,181.6,1.0862879753112793
006-153.jpg,36.6,175.2,1.151719331741333
002-211.jpg,21.3,175.3,1.1381099224090576
006-120.jpg,20.9,175.5,1.1240460872650146
001-160.jpg,12.9,177.4,1.0835168361663818
030-61.jpg,13.7,172.7,1.1535460948944092
075-119.jpg,10.1,172.2,1.1275088787078857
005-31.jpg,22.9,185.0,1.0960147380828857
001-216.jpg,33.8,190.1,1.0976059436798096
005-154.jpg,10.2,175.9,1.1622722148895264
001-82.jpg,21.9,179.2,1.079237937927246
001-69.jpg,27.4,177.7,1.1028611660003662
001-54.jpg,27.5,172.5,1.2154829502105713
030-60.jpg,9.9,177.2,1.1182599067687988
005-223.jpg,15.7,180.5,1.087198257446289
001-161.jpg,11.2,175.0,1.0796220302581787
006-121.jpg,20.4,183.9,1.1374080181121826
030-137.jpg,15.5,174.8,1.1325531005859375
020-109.jpg,10.3,178.5,1.0781538486480713
006-137.jpg,14.5,178.7,1.127213954925537
001-177.jpg,16.9,182.4,1.105623722076416
012-103.jpg,22.5,176.0,1.0995590686798096
001-81.jpg,34.1,175.9,1.26043701171875
006-88.jpg,19.1,182.2,1.0943188667297363
001-215.jpg,14.9,177.8,1.1054222583770752
020-99.jpg,11.0,187.0,1.0970048904418945
001-214.jpg,49.9,180.2,1.1785058975219727
006-89.jpg,69.3,177.8,1.190093755722046
001-162.jpg,61.5,173.1,1.1425867080688477
001-176.jpg,44.9,175.6,1.2650811672210693
006-136.jpg,29.4,170.6,1.2555770874023438
030-118.jpg,26.8,173.1,1.1578240394592285
041-144.jpg,23.8,174.6,1.204111099243164
077-99.jpg,14.0,178.9,1.1088230609893799
005-224.jpg,26.3,179.2,1.166335105895996
012-106.jpg,34.0,177.3,1.1740379333496094
002-16.jpg,22.2,181.0,1.1100378036499023
039-80.jpg,15.7,180.3,1.1026341915130615
001-90.jpg,13.8,187.3,1.1065211296081543
020-62.jpg,14.8,183.9,1.1206591129302979
001-53.jpg,17.1,184.6,1.1010398864746094
035-100.jpg,19.0,181.7,1.1160998344421387
075-62.jpg,15.6,176.6,1.1112792491912842
002-17.jpg,18.1,186.9,1.1450121402740479
012-107.jpg,28.2,177.8,1.1693649291992188
018-73.jpg,8.6,181.6,1.116703987121582
001-198.jpg,27.8,181.3,1.107396125793457
085-115.jpg,16.3,177.9,1.1291940212249756
001-159.jpg,11.8,181.2,1.1021239757537842
002-29.jpg,29.8,177.5,1.1368329524993896
002-15.jpg,10.1,172.6,1.1668579578399658
001-213.jpg,32.3,180.5,1.0852773189544678
002-28.jpg,15.4,186.0,1.1376450061798096
